,player_id,iap_amt,iap_dt
42,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,1.3,2020-07-04
43,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,1.1,2020-07-07
44,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,3.0,2020-07-08
45,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,4.8,2020-08-02
46,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,2.3,2020-08-22
47,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,1.3,2020-08-26
48,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,1.1,2020-09-19
49,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,1.2,2020-09-30
50,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,3.3,2020-10-06
51,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,1.2,2020-10-10
52,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,3.6,2020-10-12
53,8d42632b-b9e7-4d98-8f91-0a09847d8cbf,2.5,2020-11-04
54,80ec2117-efca-4f5f-bc48-d9526e74ce85,1.3,2020-01-28
55,80ec2117-efca-4f5f-bc48-d9526e74ce85,6.1,2020-02-19
56,80ec2117-efca-4f5f-bc48-d9526e74ce85,2.6,2020-03-06
57,1c318e43-5e0c-423e-a712-42331958e84e,2.3,2020-09-24
58,1c318e43-5e0c-423e-a712-42331958e84e,4.7,2020-09-26
59,1c318e43-5e0c-423e-a712-42331958e84e,5.2,2020-09-29
60,1c318e43-5e0c-423e-a712-42331958e84e,1.7,2020-09-30
61,1c318e43-5e0c-423e-a712-42331958e84e,1.8,2020-10-01
62,1c318e43-5e0c-423e-a712-42331958e84e,3.3,2020-10-03
63,f5144775-1cdf-41ba-8aae-454013a7375b,500.0,2020-12-14
64,f5144775-1cdf-41ba-8aae-454013a7375b,16.2,2021-01-04
65,f5144775-1cdf-41ba-8aae-454013a7375b,29.5,2021-01-20
66,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,8.7,2020-05-17
67,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,1.3,2020-06-01
68,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,2.2,2020-07-09
69,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,8.9,2020-07-10
70,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,2.0,2020-07-12
71,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,1.6,2020-07-14
72,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,3.4,2020-07-30
73,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,6.3,2020-08-09
74,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,17.2,2020-08-13
75,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,3.3,2020-08-27
76,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,1.0,2020-10-03
77,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,1.2,2020-10-10
78,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,5.2,2020-11-14
79,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,2.0,2020-11-16
80,dc4037b6-bf8e-4db8-857f-f1f8f6124b25,2.7,2020-11-21
81,620ef51e-aaac-4d12-84f8-93c45b3d6aec,2.0,2021-01-12
82,620ef51e-aaac-4d12-84f8-93c45b3d6aec,2.1,2021-02-09
83,620ef51e-aaac-4d12-84f8-93c45b3d6aec,1.3,2021-02-16
84,620ef51e-aaac-4d12-84f8-93c45b3d6aec,3.3,2021-02-17
85,620ef51e-aaac-4d12-84f8-93c45b3d6aec,1.5,2021-02-22
86,620ef51e-aaac-4d12-84f8-93c45b3d6aec,1.8,2021-03-05
87,620ef51e-aaac-4d12-84f8-93c45b3d6aec,20.2,2021-03-18
88,67ff7f40-6497-470d-8ec0-22c9e8d472a2,2.2,2020-11-15
89,67ff7f40-6497-470d-8ec0-22c9e8d472a2,1.1,2020-11-23
90,67ff7f40-6497-470d-8ec0-22c9e8d472a2,2.1,2020-12-03
91,67ff7f40-6497-470d-8ec0-22c9e8d472a2,1.2,2020-12-11
92,67ff7f40-6497-470d-8ec0-22c9e8d472a2,1.1,2020-12-20
93,67ff7f40-6497-470d-8ec0-22c9e8d472a2,2.2,2021-01-01
94,76fb2222-e67c-4b2e-9ba1-5244c7cf50a8,2.0,2021-01-10
95,76fb2222-e67c-4b2e-9ba1-5244c7cf50a8,2.1,2021-01-18
96,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,1.9,2020-11-29
97,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,2.3,2020-12-02
98,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,1.5,2020-12-27
99,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,1.2,2020-12-29
100,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,3.4,2021-02-19
101,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,1.9,2021-02-25
102,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,1.5,2021-03-18
103,380dd0b3-aad5-4c67-80ca-25a7cf6c4fe8,1.4,2021-03-20
104,b3e44756-7d44-472e-b828-bda583eccbe7,16.8,2020-04-07
105,b3e44756-7d44-472e-b828-bda583eccbe7,2.1,2020-04-08
106,b3e44756-7d44-472e-b828-bda583eccbe7,2.8,2020-04-09
107,b3e44756-7d44-472e-b828-bda583eccbe7,1.3,2020-04-24
108,b3e44756-7d44-472e-b828-bda583eccbe7,10.0,2020-06-02
109,1d256bd9-31e7-41bb-af20-545bbb450c4b,2.8,2020-12-30
110,e785c067-7d74-4c0b-9b4c-30fe405bcfb6,1.5,2020-03-16
111,e785c067-7d74-4c0b-9b4c-30fe405bcfb6,2.0,2020-03-22
112,e785c067-7d74-4c0b-9b4c-30fe405bcfb6,1.4,2020-03-24
113,e785c067-7d74-4c0b-9b4c-30fe405bcfb6,8.7,2020-04-11
114,e785c067-7d74-4c0b-9b4c-30fe405bcfb6,1.7,2020-04-22
115,e785c067-7d74-4c0b-9b4c-30fe405bcfb6,1.4,2020-04-26
116,e785c067-7d74-4c0b-9b4c-30fe405bcfb6,7.7,2020-04-27
117,215b852c-4f59-4fe7-a810-01e5ba83413a,2.9,2020-12-22
118,062cf59d-e68d-4e6b-8a5a-1d74fe86e700,2.6,2020-12-18
119,062cf59d-e68d-4e6b-8a5a-1d74fe86e700,1.0,2020-12-20
120,fa34fc87-b94b-4f48-8daf-ab6f200703a2,2.9,2020-09-09
121,fa34fc87-b94b-4f48-8daf-ab6f200703a2,5.9,2020-09-21
122,fa34fc87-b94b-4f48-8daf-ab6f200703a2,22.1,2020-10-06
123,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.4,2020-11-16
124,fa34fc87-b94b-4f48-8daf-ab6f200703a2,10.0,2020-11-27
125,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.7,2020-12-15
126,fa34fc87-b94b-4f48-8daf-ab6f200703a2,2.0,2020-12-22
127,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.0,2020-12-26
128,fa34fc87-b94b-4f48-8daf-ab6f200703a2,21.7,2021-01-10
129,fa34fc87-b94b-4f48-8daf-ab6f200703a2,10.0,2021-01-12
130,fa34fc87-b94b-4f48-8daf-ab6f200703a2,6.3,2021-01-13
131,fa34fc87-b94b-4f48-8daf-ab6f200703a2,2.9,2021-01-14
132,fa34fc87-b94b-4f48-8daf-ab6f200703a2,2.7,2021-01-16
133,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.4,2021-01-21
134,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.8,2021-01-25
135,fa34fc87-b94b-4f48-8daf-ab6f200703a2,3.2,2021-02-20
136,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.9,2021-02-23
137,fa34fc87-b94b-4f48-8daf-ab6f200703a2,26.5,2021-02-28
138,fa34fc87-b94b-4f48-8daf-ab6f200703a2,4.2,2021-03-01
139,fa34fc87-b94b-4f48-8daf-ab6f200703a2,3.2,2021-03-03
140,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.4,2021-03-04
141,fa34fc87-b94b-4f48-8daf-ab6f200703a2,2.4,2021-03-05
142,fa34fc87-b94b-4f48-8daf-ab6f200703a2,4.5,2021-03-12
143,fa34fc87-b94b-4f48-8daf-ab6f200703a2,1.4,2021-03-20
144,6f60d9ef-7894-40da-aa41-c31be11c9847,1.1,2020-05-30
145,6f60d9ef-7894-40da-aa41-c31be11c9847,7.2,2020-06-03
146,6f60d9ef-7894-40da-aa41-c31be11c9847,4.5,2020-06-16
147,6f60d9ef-7894-40da-aa41-c31be11c9847,1.8,2020-06-22
148,6f60d9ef-7894-40da-aa41-c31be11c9847,3.5,2020-07-07
149,6f60d9ef-7894-40da-aa41-c31be11c9847,3.1,2020-07-15
150,6f60d9ef-7894-40da-aa41-c31be11c9847,3.1,2020-07-30
151,6f60d9ef-7894-40da-aa41-c31be11c9847,1.3,2020-08-02
152,6f60d9ef-7894-40da-aa41-c31be11c9847,1.1,2020-08-07
153,6f60d9ef-7894-40da-aa41-c31be11c9847,1.4,2020-08-08
154,6f60d9ef-7894-40da-aa41-c31be11c9847,3.2,2020-08-15
155,6f60d9ef-7894-40da-aa41-c31be11c9847,1.3,2020-08-22
156,6f60d9ef-7894-40da-aa41-c31be11c9847,1.5,2020-08-24
157,6f60d9ef-7894-40da-aa41-c31be11c9847,29.0,2020-08-27
158,6f60d9ef-7894-40da-aa41-c31be11c9847,13.3,2020-09-07
159,6f60d9ef-7894-40da-aa41-c31be11c9847,14.9,2020-09-08
160,6f60d9ef-7894-40da-aa41-c31be11c9847,2.7,2020-09-17
161,6f60d9ef-7894-40da-aa41-c31be11c9847,1.1,2020-09-23
162,6f60d9ef-7894-40da-aa41-c31be11c9847,4.9,2020-09-28
163,6f60d9ef-7894-40da-aa41-c31be11c9847,2.0,2020-10-22
164,6f60d9ef-7894-40da-aa41-c31be11c9847,1.2,2020-11-01
165,6f60d9ef-7894-40da-aa41-c31be11c9847,1.4,2020-11-19
166,6f60d9ef-7894-40da-aa41-c31be11c9847,1.0,2020-11-22
167,6f60d9ef-7894-40da-aa41-c31be11c9847,1.2,2020-11-29
168,6f60d9ef-7894-40da-aa41-c31be11c9847,1.8,2020-12-08
169,6f60d9ef-7894-40da-aa41-c31be11c9847,2.0,2020-12-11
170,6f60d9ef-7894-40da-aa41-c31be11c9847,4.7,2020-12-19
171,6f60d9ef-7894-40da-aa41-c31be11c9847,1.4,2020-12-31
172,6f60d9ef-7894-40da-aa41-c31be11c9847,1.2,2021-01-08
173,6f60d9ef-7894-40da-aa41-c31be11c9847,1.5,2021-01-18
174,6f60d9ef-7894-40da-aa41-c31be11c9847,1.1,2021-02-02
175,6f60d9ef-7894-40da-aa41-c31be11c9847,1.7,2021-02-07
176,6f60d9ef-7894-40da-aa41-c31be11c9847,1.0,2021-02-19
177,6f60d9ef-7894-40da-aa41-c31be11c9847,3.1,2021-02-20
178,6f60d9ef-7894-40da-aa41-c31be11c9847,1.6,2021-03-12
179,6f60d9ef-7894-40da-aa41-c31be11c9847,79.6,2021-03-14
180,6f60d9ef-7894-40da-aa41-c31be11c9847,1.1,2021-03-25
181,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,3.0,2020-11-18
182,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.0,2020-11-21
183,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.2,2020-11-26
184,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.2,2020-12-01
185,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.2,2020-12-06
186,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.2,2020-12-09
187,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,2.4,2020-12-10
188,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,5.0,2020-12-11
189,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.4,2020-12-14
190,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.6,2020-12-20
191,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.0,2020-12-25
192,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,2.0,2020-12-26
193,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.1,2021-01-01
194,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,3.3,2021-01-05
195,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.4,2021-01-06
196,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,5.0,2021-01-11
197,0a13f3bc-caef-46e7-8e25-28c8b39bc3bb,1.3,2021-01-12
198,5ba716bb-ee70-475c-8630-a5cfa818e65d,3.7,2021-03-01
199,5ba716bb-ee70-475c-8630-a5cfa818e65d,2.5,2021-03-11
200,5ba716bb-ee70-475c-8630-a5cfa818e65d,1.6,2021-03-12
201,108db96f-f372-4d41-9092-64fbfefa88e8,2.1,2020-03-13
202,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.1,2020-10-21
203,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.9,2020-10-31
204,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.1,2020-11-01
205,36fa7351-0481-4ad1-bd84-1267d3b4c1be,4.0,2020-11-02
206,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.8,2020-11-03
207,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.4,2020-11-04
208,36fa7351-0481-4ad1-bd84-1267d3b4c1be,23.9,2020-11-06
209,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.9,2020-11-08
210,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.5,2020-11-09
211,36fa7351-0481-4ad1-bd84-1267d3b4c1be,3.1,2020-11-13
212,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.0,2020-11-14
213,36fa7351-0481-4ad1-bd84-1267d3b4c1be,2.3,2020-11-20
214,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.3,2020-11-24
215,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.6,2020-11-25
216,36fa7351-0481-4ad1-bd84-1267d3b4c1be,5.3,2020-11-28
217,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.4,2020-11-29
218,36fa7351-0481-4ad1-bd84-1267d3b4c1be,3.7,2020-12-03
219,36fa7351-0481-4ad1-bd84-1267d3b4c1be,4.5,2020-12-04
220,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.3,2020-12-12
221,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.1,2020-12-13
222,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.1,2020-12-15
223,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.2,2020-12-16
224,36fa7351-0481-4ad1-bd84-1267d3b4c1be,2.5,2020-12-18
225,36fa7351-0481-4ad1-bd84-1267d3b4c1be,4.1,2020-12-21
226,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.3,2020-12-27
227,36fa7351-0481-4ad1-bd84-1267d3b4c1be,2.0,2021-01-01
228,36fa7351-0481-4ad1-bd84-1267d3b4c1be,2.9,2021-01-07
229,36fa7351-0481-4ad1-bd84-1267d3b4c1be,2.5,2021-01-09
230,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.0,2021-01-10
231,36fa7351-0481-4ad1-bd84-1267d3b4c1be,1.0,2021-01-13
232,36fa7351-0481-4ad1-bd84-1267d3b4c1be,4.0,2021-01-17
233,3b0f737c-28b6-47d3-908f-f4d69a5264bd,3.4,2020-08-23
234,3b0f737c-28b6-47d3-908f-f4d69a5264bd,5.3,2020-08-26
235,3b0f737c-28b6-47d3-908f-f4d69a5264bd,1.6,2020-08-30
236,3b0f737c-28b6-47d3-908f-f4d69a5264bd,1.3,2020-09-14
237,3b0f737c-28b6-47d3-908f-f4d69a5264bd,1.1,2020-09-27
238,3b0f737c-28b6-47d3-908f-f4d69a5264bd,6.0,2020-10-31
239,3b0f737c-28b6-47d3-908f-f4d69a5264bd,1.9,2020-11-20
240,3b0f737c-28b6-47d3-908f-f4d69a5264bd,1.0,2021-01-12
241,345bff03-0106-4b9c-9aac-82acdb3f50dd,8.5,2021-01-09
242,345bff03-0106-4b9c-9aac-82acdb3f50dd,1.4,2021-01-10
243,57ab2b84-03ff-4c3f-a953-fb266d7edee8,7.9,2020-05-24
244,724705f7-c081-4db4-9338-953419070c01,1.4,2020-09-07
245,724705f7-c081-4db4-9338-953419070c01,8.5,2020-09-22
246,724705f7-c081-4db4-9338-953419070c01,3.4,2020-09-24
247,724705f7-c081-4db4-9338-953419070c01,1.4,2020-09-29
248,724705f7-c081-4db4-9338-953419070c01,5.3,2020-10-10
249,724705f7-c081-4db4-9338-953419070c01,24.9,2020-10-20
250,724705f7-c081-4db4-9338-953419070c01,1.7,2020-10-27
251,724705f7-c081-4db4-9338-953419070c01,1.6,2020-10-30
252,724705f7-c081-4db4-9338-953419070c01,1.3,2020-11-24
253,724705f7-c081-4db4-9338-953419070c01,6.7,2020-12-01
254,52d729f7-360b-46b2-b08a-0079b3655954,24.4,2020-07-20
255,52d729f7-360b-46b2-b08a-0079b3655954,1.3,2020-07-25
256,52d729f7-360b-46b2-b08a-0079b3655954,1.0,2020-07-26
257,52d729f7-360b-46b2-b08a-0079b3655954,3.6,2020-08-06
258,52d729f7-360b-46b2-b08a-0079b3655954,2.9,2020-08-17
259,52d729f7-360b-46b2-b08a-0079b3655954,1.4,2020-08-18
260,2eb98d8b-5af6-4860-9760-ee41dce07bbb,2.0,2020-01-24
261,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.3,2020-02-02
262,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.0,2020-02-08
263,2eb98d8b-5af6-4860-9760-ee41dce07bbb,2.7,2020-02-09
264,2eb98d8b-5af6-4860-9760-ee41dce07bbb,3.5,2020-02-11
265,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.6,2020-02-12
266,2eb98d8b-5af6-4860-9760-ee41dce07bbb,6.6,2020-02-13
267,2eb98d8b-5af6-4860-9760-ee41dce07bbb,59.5,2020-02-20
268,2eb98d8b-5af6-4860-9760-ee41dce07bbb,10.0,2020-02-24
269,2eb98d8b-5af6-4860-9760-ee41dce07bbb,17.6,2020-02-27
270,2eb98d8b-5af6-4860-9760-ee41dce07bbb,18.0,2020-03-08
271,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.7,2020-03-13
272,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.3,2020-03-22
273,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.4,2020-03-28
274,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.3,2020-04-05
275,2eb98d8b-5af6-4860-9760-ee41dce07bbb,13.8,2020-04-18
276,2eb98d8b-5af6-4860-9760-ee41dce07bbb,28.8,2020-04-22
277,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.1,2020-04-23
278,2eb98d8b-5af6-4860-9760-ee41dce07bbb,29.0,2020-04-25
279,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.2,2020-05-02
280,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.8,2020-05-04
281,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.4,2020-05-06
282,2eb98d8b-5af6-4860-9760-ee41dce07bbb,2.5,2020-05-09
283,2eb98d8b-5af6-4860-9760-ee41dce07bbb,2.9,2020-05-14
284,2eb98d8b-5af6-4860-9760-ee41dce07bbb,5.7,2020-05-24
285,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.2,2020-05-28
286,2eb98d8b-5af6-4860-9760-ee41dce07bbb,2.1,2020-05-29
287,2eb98d8b-5af6-4860-9760-ee41dce07bbb,135.2,2020-06-01
288,2eb98d8b-5af6-4860-9760-ee41dce07bbb,1.3,2020-06-02
289,2eb98d8b-5af6-4860-9760-ee41dce07bbb,4.8,2020-06-14
290,2eb98d8b-5af6-4860-9760-ee41dce07bbb,3.8,2020-06-27
291,7d118892-2b63-4500-8946-28343fbadd6a,1.1,2020-02-05
292,7d118892-2b63-4500-8946-28343fbadd6a,2.1,2020-02-07
293,7d118892-2b63-4500-8946-28343fbadd6a,1.2,2020-02-11
294,7d118892-2b63-4500-8946-28343fbadd6a,1.6,2020-02-12
295,b9011a9d-f9e4-4766-8cf6-c26763a319d5,2.4,2020-07-30
296,b9011a9d-f9e4-4766-8cf6-c26763a319d5,1.6,2020-08-18
297,b9011a9d-f9e4-4766-8cf6-c26763a319d5,2.4,2020-08-22
298,44d055ad-7571-4804-acc5-35facaca69ce,5.7,2020-10-28
299,44d055ad-7571-4804-acc5-35facaca69ce,1.4,2020-11-13
300,44d055ad-7571-4804-acc5-35facaca69ce,1.2,2020-11-15
301,44d055ad-7571-4804-acc5-35facaca69ce,3.2,2020-12-22
302,44d055ad-7571-4804-acc5-35facaca69ce,2.0,2020-12-25
303,44d055ad-7571-4804-acc5-35facaca69ce,2.5,2021-01-09
304,44d055ad-7571-4804-acc5-35facaca69ce,7.6,2021-01-13
305,44d055ad-7571-4804-acc5-35facaca69ce,1.5,2021-01-23
306,44d055ad-7571-4804-acc5-35facaca69ce,2.2,2021-01-28
307,44d055ad-7571-4804-acc5-35facaca69ce,1.6,2021-02-08
308,44d055ad-7571-4804-acc5-35facaca69ce,5.0,2021-02-25
309,44d055ad-7571-4804-acc5-35facaca69ce,1.1,2021-03-06
310,44d055ad-7571-4804-acc5-35facaca69ce,1.4,2021-03-16
311,9f88a578-8ca9-4c48-8277-90523c541497,1.1,2020-01-19
312,9f88a578-8ca9-4c48-8277-90523c541497,2.8,2020-01-30
313,9f88a578-8ca9-4c48-8277-90523c541497,4.3,2020-02-04
314,9f88a578-8ca9-4c48-8277-90523c541497,2.6,2020-02-07
315,9f88a578-8ca9-4c48-8277-90523c541497,1.6,2020-02-11
316,9f88a578-8ca9-4c48-8277-90523c541497,3.7,2020-02-15
317,9f88a578-8ca9-4c48-8277-90523c541497,72.8,2020-02-18
318,9f88a578-8ca9-4c48-8277-90523c541497,1.1,2020-02-23
319,9f88a578-8ca9-4c48-8277-90523c541497,1.0,2020-02-27
320,9f88a578-8ca9-4c48-8277-90523c541497,2.6,2020-02-28
321,9f88a578-8ca9-4c48-8277-90523c541497,14.0,2020-03-19
322,9f88a578-8ca9-4c48-8277-90523c541497,7.8,2020-04-04
323,9f88a578-8ca9-4c48-8277-90523c541497,1.6,2020-04-12
324,9f88a578-8ca9-4c48-8277-90523c541497,1.2,2020-04-13
325,9f88a578-8ca9-4c48-8277-90523c541497,10.9,2020-05-09
326,9f88a578-8ca9-4c48-8277-90523c541497,27.7,2020-05-15
327,9f88a578-8ca9-4c48-8277-90523c541497,2.7,2020-06-09
328,9f88a578-8ca9-4c48-8277-90523c541497,2.4,2020-06-12
329,9f88a578-8ca9-4c48-8277-90523c541497,3.1,2020-06-16
330,9f88a578-8ca9-4c48-8277-90523c541497,6.6,2020-06-17
331,9f88a578-8ca9-4c48-8277-90523c541497,1.1,2020-06-19
332,9f88a578-8ca9-4c48-8277-90523c541497,2.4,2020-06-27
333,9f88a578-8ca9-4c48-8277-90523c541497,8.3,2020-07-16
334,9f88a578-8ca9-4c48-8277-90523c541497,3.6,2020-07-22
335,9f88a578-8ca9-4c48-8277-90523c541497,20.1,2020-07-24
336,9f88a578-8ca9-4c48-8277-90523c541497,4.3,2020-07-25
337,9f88a578-8ca9-4c48-8277-90523c541497,3.2,2020-07-31
338,9f88a578-8ca9-4c48-8277-90523c541497,1.0,2020-08-06
339,9f88a578-8ca9-4c48-8277-90523c541497,1.6,2020-08-22
340,9f88a578-8ca9-4c48-8277-90523c541497,1.3,2020-08-28
341,9f88a578-8ca9-4c48-8277-90523c541497,5.0,2020-08-29
342,9f88a578-8ca9-4c48-8277-90523c541497,1.3,2020-09-04
343,9f88a578-8ca9-4c48-8277-90523c541497,1.4,2020-09-16
344,9f88a578-8ca9-4c48-8277-90523c541497,1.3,2020-09-18
345,9f88a578-8ca9-4c48-8277-90523c541497,1.6,2020-09-26
346,9f88a578-8ca9-4c48-8277-90523c541497,4.4,2020-09-30
347,9f88a578-8ca9-4c48-8277-90523c541497,1.1,2020-10-17
348,9f88a578-8ca9-4c48-8277-90523c541497,6.7,2020-10-25
349,9f88a578-8ca9-4c48-8277-90523c541497,2.4,2020-11-01
350,9f88a578-8ca9-4c48-8277-90523c541497,1.7,2020-11-07
